id;destination;passanger;weather;temperature;time;coupon;expiration;gender;age;maritalStatus;has_children;education;occupation;income;Bar;CoffeeHouse;CarryAway;RestaurantLessThan20;Restaurant20To50;toCoupon_GEQ5min;toCoupon_GEQ15min;toCoupon_GEQ25min;direction_same;direction_opp;Y
2018;Home;Alone;Sunny;80;6PM;Coffee House;1d;Female;50plus;Divorced;0;Graduate degree (Masters or Doctorate);Retired;$37500 - $49999;never;never;4~8;1~3;never;1;0;0;0;1;0
2019;No Urgent Place;Friend(s);Sunny;80;2PM;Coffee House;2h;Male;26;Unmarried partner;0;Some college - no degree;Sales & Related;$50000 - $62499;1~3;4~8;gt8;1~3;1~3;1;1;0;0;1;0
2020;Home;Alone;Sunny;80;6PM;Carry out & Take away;1d;Male;21;Single;0;Bachelors degree;Unemployed;$100000 or More;4~8;less1;1~3;4~8;1~3;1;0;0;0;1;0
2021;No Urgent Place;Friend(s);Snowy;30;10AM;Carry out & Take away;1d;Male;26;Married partner;0;Bachelors degree;Computer & Mathematical;$50000 - $62499;less1;less1;1~3;less1;less1;1;1;0;0;1;1
2022;Work;Alone;Sunny;55;7AM;Coffee House;1d;Female;31;Married partner;1;Graduate degree (Masters or Doctorate);Computer & Mathematical;$62500 - $74999;less1;4~8;4~8;1~3;never;1;1;0;0;1;1
2023;No Urgent Place;Alone;Sunny;80;2PM;Restaurant(<20);2h;Female;50plus;Single;0;Bachelors degree;Unemployed;Less than $12500;never;never;less1;less1;never;1;1;0;0;1;0
2024;No Urgent Place;Friend(s);Sunny;80;10AM;Bar;1d;Female;31;Single;0;Bachelors degree;Transportation & Material Moving;$25000 - $37499;less1;1~3;4~8;gt8;less1;1;0;0;0;1;0
2025;Home;Alone;Sunny;55;6PM;Bar;1d;Male;26;Unmarried partner;0;Bachelors degree;Student;$50000 - $62499;1~3;gt8;4~8;1~3;less1;1;0;0;1;0;1
2026;Work;Alone;Sunny;30;7AM;Bar;1d;Female;46;Divorced;1;Bachelors degree;Office & Administrative Support;$25000 - $37499;never;1~3;1~3;1~3;1~3;1;1;0;1;0;0
2027;Home;Alone;Sunny;80;10PM;Bar;1d;Female;26;Single;1;High School Graduate;Unemployed;Less than $12500;less1;less1;4~8;1~3;never;1;1;0;1;0;0
2028;No Urgent Place;Friend(s);Sunny;80;6PM;Coffee House;1d;Male;21;Single;0;Bachelors degree;Management;$25000 - $37499;4~8;never;4~8;gt8;1~3;1;0;0;0;1;0
2029;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);1d;Male;below21;Single;0;Some college - no degree;Student;$87500 - $99999;never;4~8;;4~8;less1;1;1;0;0;1;1
2030;No Urgent Place;Partner;Snowy;30;2PM;Coffee House;2h;Male;26;Married partner;0;Associates degree;Building & Grounds Cleaning & Maintenance;$37500 - $49999;less1;less1;1~3;1~3;less1;1;1;0;0;1;1
2031;No Urgent Place;Partner;Sunny;80;2PM;Restaurant(20-50);1d;Female;31;Married partner;0;Some college - no degree;Arts Design Entertainment Sports & Media;$100000 or More;less1;less1;gt8;4~8;less1;1;0;0;0;1;1
2032;Home;Kid(s);Sunny;80;10PM;Carry out & Take away;2h;Male;26;Married partner;1;Bachelors degree;Computer & Mathematical;$50000 - $62499;never;1~3;1~3;1~3;1~3;1;1;0;0;1;0
2033;No Urgent Place;Alone;Rainy;55;10AM;Coffee House;1d;Male;36;Married partner;1;Bachelors degree;Computer & Mathematical;$100000 or More;less1;never;1~3;less1;less1;1;1;0;0;1;0
2034;No Urgent Place;Alone;Snowy;30;2PM;Bar;1d;Male;below21;Single;0;High School Graduate;Student;$87500 - $99999;never;less1;1~3;4~8;4~8;1;0;0;0;1;1
2035;No Urgent Place;Friend(s);Snowy;30;2PM;Restaurant(<20);1d;Male;below21;Unmarried partner;0;Some college - no degree;Student;$25000 - $37499;never;never;1~3;less1;never;1;0;0;0;1;0
2036;No Urgent Place;Friend(s);Sunny;80;2PM;Coffee House;2h;Female;26;Unmarried partner;0;Some college - no degree;Food Preparation & Serving Related;$25000 - $37499;less1;less1;1~3;less1;1~3;1;1;0;0;1;1
2037;Home;Alone;Sunny;80;6PM;Coffee House;2h;Female;31;Unmarried partner;1;Bachelors degree;Sales & Related;$37500 - $49999;1~3;less1;4~8;4~8;less1;1;1;1;0;1;0
2038;No Urgent Place;Kid(s);Sunny;55;2PM;Coffee House;1d;Male;31;Married partner;1;Some college - no degree;Construction & Extraction;$37500 - $49999;never;never;4~8;4~8;1~3;1;1;0;0;1;0
2039;No Urgent Place;Alone;Sunny;80;10PM;Restaurant(<20);1d;Male;50plus;Married partner;1;Some college - no degree;Office & Administrative Support;$62500 - $74999;1~3;never;1~3;1~3;less1;1;0;0;0;1;1
2040;Work;Alone;Snowy;30;7AM;Restaurant(20-50);1d;Female;41;Married partner;1;Graduate degree (Masters or Doctorate);Business & Financial;$87500 - $99999;less1;1~3;4~8;1~3;less1;1;1;1;0;1;1
2041;Work;Alone;Sunny;55;7AM;Coffee House;1d;Male;21;Single;0;Bachelors degree;Sales & Related;$100000 or More;less1;4~8;1~3;4~8;1~3;1;1;0;0;1;1
2042;Work;Alone;Sunny;80;7AM;Carry out & Take away;2h;Male;50plus;Married partner;1;Graduate degree (Masters or Doctorate);Sales & Related;$100000 or More;1~3;1~3;4~8;4~8;less1;1;0;0;1;0;1
2043;Home;Alone;Sunny;80;6PM;Restaurant(20-50);1d;Female;31;Single;0;High School Graduate;Healthcare Support;$25000 - $37499;never;1~3;1~3;1~3;less1;1;0;0;1;0;1
2044;No Urgent Place;Alone;Sunny;55;2PM;Restaurant(<20);1d;Male;50plus;Married partner;1;Associates degree;Management;$12500 - $24999;4~8;4~8;4~8;gt8;gt8;1;0;0;0;1;1
2045;No Urgent Place;Friend(s);Sunny;80;2PM;Coffee House;1d;Female;31;Married partner;1;Bachelors degree;Arts Design Entertainment Sports & Media;$25000 - $37499;never;never;1~3;never;never;1;1;0;0;1;0
2046;Work;Alone;Snowy;30;7AM;Restaurant(20-50);1d;Male;31;Married partner;0;Graduate degree (Masters or Doctorate);Business & Financial;$75000 - $87499;1~3;4~8;less1;4~8;less1;1;1;1;0;1;0
2047;No Urgent Place;Partner;Sunny;80;10AM;Restaurant(20-50);1d;Female;26;Unmarried partner;0;Associates degree;Community & Social Services;$50000 - $62499;never;1~3;1~3;1~3;less1;1;0;0;0;1;1
2048;Work;Alone;Sunny;55;7AM;Coffee House;2h;Male;26;Married partner;0;Bachelors degree;Life Physical Social Science;$37500 - $49999;less1;1~3;1~3;1~3;less1;1;1;0;0;1;0
2049;Work;Alone;Rainy;55;7AM;Restaurant(<20);2h;Male;26;Single;0;Bachelors degree;Student;$12500 - $24999;less1;gt8;gt8;gt8;less1;1;0;0;1;0;1
2050;No Urgent Place;Friend(s);Sunny;55;2PM;Carry out & Take away;1d;Female;31;Divorced;1;High School Graduate;Business & Financial;$25000 - $37499;1~3;less1;1~3;less1;4~8;1;1;0;0;1;1
2051;No Urgent Place;Friend(s);Rainy;55;10PM;Restaurant(20-50);2h;Male;36;Married partner;1;Bachelors degree;Computer & Mathematical;$100000 or More;less1;never;1~3;less1;less1;1;1;0;0;1;0
2052;Work;Alone;Sunny;80;7AM;Carry out & Take away;1d;Male;26;Single;0;Bachelors degree;Business & Financial;$100000 or More;4~8;1~3;1~3;1~3;less1;1;0;0;1;0;1
2053;Work;Alone;Sunny;80;7AM;Coffee House;2h;Female;50plus;Married partner;1;Graduate degree (Masters or Doctorate);Education&Training&Library;$100000 or More;4~8;gt8;4~8;4~8;4~8;1;0;0;1;0;1
2054;No Urgent Place;Friend(s);Sunny;80;2PM;Restaurant(20-50);2h;Male;50plus;Married partner;1;Graduate degree (Masters or Doctorate);Healthcare Practitioners & Technical;$100000 or More;1~3;1~3;gt8;4~8;less1;1;1;0;0;1;1
2055;Work;Alone;Sunny;55;7AM;Restaurant(<20);1d;Male;21;Unmarried partner;0;Some college - no degree;Student;$12500 - $24999;4~8;1~3;4~8;4~8;1~3;1;0;0;0;1;1
2056;No Urgent Place;Friend(s);Sunny;55;2PM;Carry out & Take away;1d;Female;50plus;Divorced;1;Graduate degree (Masters or Doctorate);Retired;$12500 - $24999;1~3;4~8;4~8;4~8;less1;1;1;0;0;1;1
2057;No Urgent Place;Friend(s);Sunny;55;2PM;Carry out & Take away;1d;Female;21;Married partner;1;Some college - no degree;Student;$25000 - $37499;never;gt8;1~3;gt8;1~3;1;1;0;0;1;1
2058;No Urgent Place;Friend(s);Sunny;80;10AM;Bar;1d;Male;26;Single;0;Bachelors degree;Office & Administrative Support;$50000 - $62499;4~8;never;4~8;1~3;less1;1;0;0;0;1;1
2059;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);2h;Female;21;Unmarried partner;0;Some college - no degree;Unemployed;$87500 - $99999;1~3;gt8;4~8;4~8;less1;1;0;0;0;1;1
2060;No Urgent Place;Alone;Sunny;55;6PM;Coffee House;1d;Female;31;Married partner;0;Some college - no degree;Arts Design Entertainment Sports & Media;$100000 or More;less1;less1;gt8;4~8;1~3;1;0;0;0;1;1
2061;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);2h;Male;41;Married partner;1;Some college - no degree;Computer & Mathematical;$50000 - $62499;1~3;less1;1~3;1~3;less1;1;1;0;0;1;1
2062;Work;Alone;Sunny;55;7AM;Restaurant(<20);1d;Male;21;Single;0;Graduate degree (Masters or Doctorate);Computer & Mathematical;$50000 - $62499;never;never;1~3;less1;never;1;0;0;0;1;1
2063;No Urgent Place;Alone;Sunny;30;10AM;Carry out & Take away;1d;Female;46;Divorced;1;Bachelors degree;Office & Administrative Support;$25000 - $37499;never;1~3;1~3;1~3;1~3;1;1;0;0;1;0
2064;Home;Alone;Sunny;55;6PM;Coffee House;1d;Male;21;Single;0;Some college - no degree;Unemployed;$75000 - $87499;1~3;4~8;less1;less1;never;1;1;0;1;0;1
2065;Home;Alone;Sunny;55;6PM;Restaurant(20-50);1d;Male;21;Unmarried partner;0;Some college - no degree;Protective Service;$25000 - $37499;gt8;4~8;gt8;4~8;less1;1;1;0;0;1;0
2066;No Urgent Place;Partner;Sunny;80;10AM;Coffee House;1d;Male;21;Unmarried partner;0;Some college - no degree;Student;Less than $12500;less1;1~3;4~8;4~8;never;1;1;0;0;1;0
2067;Home;Alone;Sunny;55;6PM;Bar;1d;Male;21;Single;0;Some college - no degree;Student;$100000 or More;less1;less1;1~3;less1;never;1;0;0;1;0;1
2068;Home;Alone;Sunny;80;10PM;Restaurant(<20);2h;Male;41;Divorced;1;Bachelors degree;Sales & Related;$62500 - $74999;never;never;4~8;1~3;never;1;0;0;1;0;0
2069;Work;Alone;Sunny;80;7AM;Restaurant(<20);1d;Female;50plus;Single;1;Some college - no degree;Unemployed;Less than $12500;never;1~3;less1;1~3;less1;1;0;0;0;1;0
2070;Home;Alone;Sunny;80;10PM;Restaurant(20-50);1d;Female;below21;Unmarried partner;0;High School Graduate;Student;Less than $12500;never;4~8;1~3;4~8;less1;1;1;0;0;1;0
2071;Work;Alone;Sunny;80;7AM;Restaurant(20-50);1d;Female;26;Married partner;0;Bachelors degree;Healthcare Practitioners & Technical;$100000 or More;never;1~3;1~3;4~8;less1;1;1;0;0;1;0
2072;No Urgent Place;Partner;Sunny;80;10AM;Coffee House;2h;Female;31;Unmarried partner;0;Bachelors degree;Legal;$100000 or More;never;less1;less1;1~3;1~3;1;0;0;0;1;1
2073;No Urgent Place;Kid(s);Sunny;80;10AM;Restaurant(<20);2h;Male;41;Married partner;1;Graduate degree (Masters or Doctorate);Architecture & Engineering;$100000 or More;less1;1~3;1~3;gt8;never;1;1;0;0;1;1
2074;No Urgent Place;Partner;Snowy;30;2PM;Coffee House;2h;Male;31;Unmarried partner;0;Some college - no degree;Sales & Related;$62500 - $74999;gt8;1~3;1~3;4~8;less1;1;1;0;0;1;1
2075;Work;Alone;Snowy;30;7AM;Bar;1d;Male;31;Single;0;Associates degree;Unemployed;Less than $12500;less1;less1;less1;1~3;less1;1;1;1;0;1;1
2076;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);2h;Male;26;Married partner;0;Bachelors degree;Computer & Mathematical;$62500 - $74999;never;less1;less1;gt8;1~3;1;1;0;0;1;1
2077;No Urgent Place;Alone;Sunny;80;10AM;Coffee House;1d;Female;36;Single;1;Some college - no degree;Healthcare Practitioners & Technical;$12500 - $24999;never;less1;gt8;4~8;less1;1;0;0;0;1;1
2078;Work;Alone;Sunny;80;7AM;Restaurant(20-50);2h;Male;26;Single;0;Bachelors degree;Business & Financial;$100000 or More;4~8;1~3;1~3;1~3;less1;1;1;0;0;1;1
2079;No Urgent Place;Alone;Sunny;80;10AM;Coffee House;2h;Female;46;Married partner;1;High School Graduate;Transportation & Material Moving;$37500 - $49999;less1;less1;1~3;1~3;never;1;1;0;0;1;1
2080;No Urgent Place;Partner;Sunny;80;6PM;Restaurant(<20);2h;Male;21;Married partner;0;Bachelors degree;Architecture & Engineering;$75000 - $87499;less1;less1;1~3;4~8;less1;1;0;0;0;1;0
2081;No Urgent Place;Friend(s);Sunny;80;2PM;Coffee House;1d;Female;26;Single;0;Some college - no degree;Food Preparation & Serving Related;$25000 - $37499;1~3;1~3;1~3;1~3;less1;1;1;0;0;1;1
2082;Work;Alone;Snowy;30;7AM;Restaurant(20-50);1d;Male;31;Single;1;Associates degree;Installation Maintenance & Repair;$37500 - $49999;1~3;4~8;1~3;1~3;less1;1;1;1;0;1;0
2083;Home;Alone;Sunny;30;6PM;Carry out & Take away;2h;Male;31;Single;0;Some college - no degree;Unemployed;$12500 - $24999;1~3;less1;4~8;less1;never;1;1;0;1;0;1
2084;Work;Alone;Sunny;55;7AM;Restaurant(<20);1d;Female;36;Married partner;1;Bachelors degree;Education&Training&Library;$87500 - $99999;less1;gt8;4~8;1~3;less1;1;0;0;0;1;0
2085;No Urgent Place;Friend(s);Sunny;55;2PM;Coffee House;2h;Female;21;Single;0;Some college - no degree;Student;Less than $12500;gt8;4~8;4~8;4~8;1~3;1;0;0;0;1;1
2086;No Urgent Place;Partner;Sunny;30;10AM;Bar;1d;Male;26;Single;0;Bachelors degree;Sales & Related;$75000 - $87499;never;never;less1;less1;less1;1;1;0;0;1;0
2087;Home;Alone;Sunny;80;10PM;Carry out & Take away;1d;Female;50plus;Divorced;1;Graduate degree (Masters or Doctorate);Community & Social Services;$25000 - $37499;never;1~3;less1;4~8;less1;1;0;0;1;0;1
2088;No Urgent Place;Alone;Sunny;80;2PM;Restaurant(<20);2h;Female;21;Single;0;Some college - no degree;Student;Less than $12500;gt8;gt8;1~3;less1;never;1;1;0;0;1;0
2089;No Urgent Place;Kid(s);Sunny;80;2PM;Restaurant(<20);1d;Female;26;Married partner;1;Some college - no degree;Management;$25000 - $37499;less1;1~3;1~3;4~8;1~3;1;0;0;0;1;1
2090;Work;Alone;Rainy;55;7AM;Carry out & Take away;1d;Female;21;Single;0;Bachelors degree;Arts Design Entertainment Sports & Media;$75000 - $87499;gt8;less1;gt8;4~8;never;1;0;0;0;1;1
2091;Work;Alone;Sunny;80;7AM;Carry out & Take away;1d;Male;31;Single;0;High School Graduate;Production Occupations;$25000 - $37499;1~3;never;4~8;1~3;less1;1;1;1;0;1;1
2092;No Urgent Place;Friend(s);Sunny;55;2PM;Coffee House;2h;Female;31;Single;0;High School Graduate;Healthcare Support;$25000 - $37499;never;1~3;1~3;1~3;1~3;1;0;0;0;1;1
2093;Home;Alone;Sunny;55;6PM;Bar;1d;Female;21;Married partner;1;Some college - no degree;Student;$25000 - $37499;never;gt8;1~3;gt8;1~3;1;0;0;1;0;0
2094;Work;Alone;Rainy;55;7AM;Carry out & Take away;1d;Male;26;Single;0;Bachelors degree;Student;$12500 - $24999;less1;gt8;gt8;gt8;less1;1;0;0;0;1;1
2095;Home;Alone;Sunny;30;6PM;Carry out & Take away;2h;Male;26;Single;0;High School Graduate;Unemployed;$37500 - $49999;gt8;gt8;gt8;gt8;gt8;1;1;0;1;0;0
2096;No Urgent Place;Partner;Sunny;80;6PM;Restaurant(<20);2h;Female;31;Unmarried partner;0;Bachelors degree;Legal;$100000 or More;never;less1;less1;1~3;1~3;1;0;0;0;1;1
2097;Work;Alone;Sunny;80;7AM;Coffee House;2h;Female;21;Single;0;High School Graduate;Unemployed;$100000 or More;never;never;less1;never;never;1;1;0;1;0;1
2098;No Urgent Place;Friend(s);Sunny;80;2PM;Coffee House;1d;Male;26;Single;0;Bachelors degree;Computer & Mathematical;$50000 - $62499;never;1~3;1~3;less1;less1;1;0;0;0;1;1
2099;Home;Alone;Sunny;80;6PM;Coffee House;1d;Female;21;Unmarried partner;0;Some college - no degree;Sales & Related;$25000 - $37499;never;less1;less1;less1;never;1;0;0;0;1;0
2100;No Urgent Place;Partner;Sunny;80;6PM;Restaurant(<20);2h;Female;26;Married partner;0;Bachelors degree;Healthcare Practitioners & Technical;$100000 or More;never;1~3;1~3;4~8;less1;1;0;0;0;1;1
2101;No Urgent Place;Friend(s);Sunny;80;2PM;Coffee House;1d;Female;41;Single;1;Some college - no degree;Office & Administrative Support;$25000 - $37499;less1;less1;less1;less1;never;1;0;0;0;1;0
2102;Work;Alone;Sunny;80;7AM;Restaurant(<20);1d;Female;50plus;Divorced;1;Bachelors degree;Retired;Less than $12500;never;4~8;gt8;gt8;less1;1;0;0;1;0;1
2103;Work;Alone;Sunny;80;7AM;Carry out & Take away;2h;Male;46;Married partner;1;Bachelors degree;Education&Training&Library;$75000 - $87499;less1;1~3;1~3;1~3;less1;1;0;0;1;0;0
2104;No Urgent Place;Friend(s);Sunny;80;10AM;Restaurant(<20);1d;Female;26;Single;0;Bachelors degree;Office & Administrative Support;$87500 - $99999;gt8;less1;1~3;1~3;1~3;1;0;0;0;1;1
2105;Home;Alone;Sunny;80;6PM;Coffee House;1d;Male;36;Married partner;1;Associates degree;Management;$87500 - $99999;never;;less1;less1;never;1;1;0;0;1;0
2106;No Urgent Place;Friend(s);Sunny;30;10PM;Restaurant(<20);2h;Female;50plus;Married partner;1;Some college - no degree;Arts Design Entertainment Sports & Media;$37500 - $49999;never;1~3;never;1~3;less1;1;0;0;0;1;0
2107;No Urgent Place;Partner;Snowy;30;2PM;Coffee House;2h;Male;21;Unmarried partner;0;High School Graduate;Sales & Related;$37500 - $49999;never;less1;4~8;4~8;less1;1;1;0;0;1;1
2108;Home;Alone;Sunny;80;6PM;Bar;2h;Male;21;Single;0;Associates degree;Computer & Mathematical;$37500 - $49999;never;less1;1~3;less1;less1;1;0;0;1;0;0
2109;Home;Alone;Sunny;80;10PM;Restaurant(20-50);1d;Male;26;Married partner;1;Bachelors degree;Management;$12500 - $24999;1~3;4~8;1~3;1~3;;1;1;0;0;1;0
2110;Work;Alone;Rainy;55;7AM;Restaurant(<20);2h;Male;26;Married partner;1;Bachelors degree;Computer & Mathematical;$37500 - $49999;1~3;gt8;4~8;4~8;less1;1;1;1;0;1;0
2111;Work;Alone;Sunny;80;7AM;Coffee House;2h;Male;36;Married partner;0;Graduate degree (Masters or Doctorate);Education&Training&Library;$100000 or More;never;never;1~3;1~3;less1;1;0;0;1;0;0
2112;Work;Alone;Rainy;55;7AM;Carry out & Take away;2h;Female;26;Married partner;1;Some college - no degree;Unemployed;$25000 - $37499;never;never;1~3;less1;never;1;1;0;1;0;0
2113;No Urgent Place;Alone;Sunny;55;6PM;Coffee House;2h;Male;26;Single;0;Some college - no degree;Transportation & Material Moving;$62500 - $74999;4~8;less1;gt8;4~8;less1;1;0;0;0;1;1
2114;Home;Alone;Rainy;55;10PM;Coffee House;2h;Female;36;Married partner;1;Bachelors degree;Education&Training&Library;$37500 - $49999;less1;;1~3;1~3;1~3;1;0;0;1;0;0
2115;No Urgent Place;Kid(s);Sunny;55;2PM;Coffee House;2h;Male;50plus;Married partner;1;Graduate degree (Masters or Doctorate);Retired;$62500 - $74999;never;4~8;1~3;4~8;less1;1;1;0;0;1;1
2116;No Urgent Place;Alone;Snowy;30;10AM;Restaurant(<20);1d;Male;21;Single;0;Bachelors degree;Legal;$87500 - $99999;1~3;less1;less1;less1;less1;1;1;0;0;1;1
2117;Home;Alone;Snowy;30;6PM;Coffee House;1d;Male;36;Married partner;1;Associates degree;Management;$87500 - $99999;never;;less1;less1;never;1;1;0;1;0;1
2118;No Urgent Place;Friend(s);Rainy;55;10PM;Bar;2h;Male;26;Married partner;0;Bachelors degree;Education&Training&Library;$37500 - $49999;never;;1~3;1~3;less1;1;1;0;0;1;0
2119;Home;Alone;Snowy;30;10PM;Restaurant(20-50);2h;Male;21;Unmarried partner;0;Some college - no degree;Sales & Related;$50000 - $62499;less1;never;1~3;4~8;1~3;1;0;0;0;1;0
2120;No Urgent Place;Friend(s);Snowy;30;2PM;Restaurant(<20);1d;Male;31;Married partner;1;Some college - no degree;Computer & Mathematical;$37500 - $49999;never;never;1~3;1~3;1~3;1;0;0;0;1;0
2121;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);1d;Male;21;Single;0;Bachelors degree;Student;$50000 - $62499;less1;never;4~8;less1;never;1;1;0;0;1;0
2122;Work;Alone;Sunny;55;7AM;Coffee House;2h;Male;below21;Single;0;Some college - no degree;Student;$50000 - $62499;never;1~3;4~8;4~8;less1;1;1;1;0;1;1
2123;No Urgent Place;Kid(s);Sunny;55;6PM;Restaurant(<20);2h;Female;46;Married partner;1;Bachelors degree;Business & Financial;$100000 or More;never;4~8;4~8;1~3;;1;1;0;0;1;1
2124;Work;Alone;Sunny;80;7AM;Coffee House;2h;Female;26;Unmarried partner;0;Associates degree;Office & Administrative Support;$12500 - $24999;less1;1~3;1~3;1~3;1~3;1;0;0;1;0;0
2125;Work;Alone;Sunny;80;7AM;Restaurant(20-50);1d;Male;50plus;Widowed;0;Some college - no degree;Construction & Extraction;Less than $12500;never;never;less1;1~3;less1;1;1;0;0;1;0
2126;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);2h;Female;26;Married partner;1;Bachelors degree;Architecture & Engineering;$37500 - $49999;never;1~3;1~3;1~3;less1;1;1;0;0;1;1
2127;Home;Alone;Sunny;30;6PM;Carry out & Take away;1d;Male;41;Married partner;1;Some college - no degree;Business & Financial;$100000 or More;less1;less1;1~3;1~3;less1;1;0;0;0;1;1
2128;Home;Alone;Sunny;80;6PM;Coffee House;2h;Female;21;Single;0;Some college - no degree;Sales & Related;$12500 - $24999;never;4~8;4~8;4~8;never;1;0;0;0;1;0
2129;Work;Alone;Sunny;55;7AM;Restaurant(<20);1d;Male;46;Married partner;1;Graduate degree (Masters or Doctorate);Management;$87500 - $99999;less1;1~3;1~3;less1;1~3;1;0;0;0;1;0
2130;Work;Alone;Sunny;55;7AM;Coffee House;2h;Male;50plus;Unmarried partner;1;Associates degree;Retired;$50000 - $62499;never;4~8;4~8;1~3;less1;1;1;1;0;1;0
2131;Home;Alone;Sunny;55;6PM;Bar;1d;Female;36;Married partner;1;Bachelors degree;Education&Training&Library;$50000 - $62499;;1~3;4~8;1~3;1~3;1;0;0;1;0;1
2132;No Urgent Place;Alone;Snowy;30;2PM;Bar;1d;Male;36;Married partner;1;Associates degree;Computer & Mathematical;$100000 or More;never;less1;4~8;1~3;less1;1;0;0;0;1;0
2133;Work;Alone;Sunny;80;7AM;Coffee House;2h;Female;36;Divorced;1;Graduate degree (Masters or Doctorate);Student;$12500 - $24999;never;gt8;gt8;gt8;1~3;1;0;0;1;0;0
2134;Work;Alone;Sunny;80;7AM;Coffee House;1d;Male;26;Single;0;Some college - no degree;Unemployed;$87500 - $99999;never;1~3;4~8;less1;never;1;0;0;1;0;1
2135;Work;Alone;Snowy;30;7AM;Bar;1d;Female;41;Married partner;0;Some college - no degree;Arts Design Entertainment Sports & Media;$87500 - $99999;1~3;1~3;4~8;4~8;1~3;1;1;1;0;1;0
2136;No Urgent Place;Friend(s);Sunny;55;10PM;Bar;2h;Male;46;Married partner;1;Bachelors degree;Community & Social Services;$100000 or More;less1;never;1~3;1~3;1~3;1;1;0;0;1;1
2137;Home;Alone;Sunny;80;6PM;Coffee House;2h;Male;21;Single;0;Some college - no degree;Student;$100000 or More;less1;less1;1~3;less1;never;1;0;0;0;1;1
2138;No Urgent Place;Alone;Sunny;55;2PM;Restaurant(<20);1d;Female;50plus;Married partner;1;Associates degree;Arts Design Entertainment Sports & Media;$25000 - $37499;never;never;less1;1~3;never;1;0;0;0;1;1
2139;No Urgent Place;Friend(s);Sunny;80;10PM;Coffee House;1d;Female;31;Married partner;0;Some college - no degree;Computer & Mathematical;$100000 or More;less1;less1;gt8;4~8;less1;1;1;0;0;1;1
2140;No Urgent Place;Friend(s);Sunny;80;6PM;Coffee House;2h;Male;26;Single;0;Associates degree;Office & Administrative Support;$37500 - $49999;4~8;less1;1~3;4~8;1~3;1;0;0;0;1;1
2141;Work;Alone;Sunny;80;7AM;Coffee House;2h;Female;36;Married partner;1;Some college - no degree;Computer & Mathematical;$25000 - $37499;never;never;1~3;less1;never;1;0;0;1;0;0
